school_name	school_section	cca_grouping_desc	cca_generic_name	cca_customized_name
TANJONG KATONG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
TANJONG KATONG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
TANJONG KATONG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
TANJONG KATONG PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
TANJONG KATONG PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL (BOYS)
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL (BOYS)
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	FLOORBALL (GIRLS)
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (SEA)	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
WOODGROVE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	LIBRARY	MEDIA RESOURCE LIBRARY & LITERARY CLUB
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
FUCHUN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	MECHATRONICS CLUB
FUHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	ROBOTICS CLUB
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	CHESS CLUB - INTERNATIONAL	na
TANJONG KATONG SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
TAO NAN SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
TAO NAN SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
TAO NAN SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
TAO NAN SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TAO NAN SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	GUZHENG ENSEMBLE
TAO NAN SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
TAO NAN SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHINESE SOCIETY	CHINESE CLUB
TAO NAN SCHOOL	PRIMARY	CLUBS AND SOCIETIES	CHESS CLUB - INTERNATIONAL	International Chess
TAO NAN SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	na
TAO NAN SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	na
TAO NAN SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHINESE SPEECH AND DRAMA CLUB	CHINESE DRAMA CLUB
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	SWIMMING	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	SAILING	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	ADVENTURE CLUB	SPORTS AND WELLNESS
TAO NAN SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
TAO NAN SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
TAO NAN SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	BADMINTON
TECK GHEE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	VOLLEYBALL	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	ROPE SKIPPING	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	FUSION DANCE
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	ENGLISH CLUB / DRAMA
TECK GHEE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TECK GHEE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	SCIENCE & ENVIRONMENTAL CLUB
TECK GHEE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	MEDIA CLUB
TECK WHYE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	GREEN CLUB	SIG-SAVING GAIA
TECK WHYE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	PREFECTORIAL BOARD	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	SOCCER
TECK WHYE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	SELF DEFENCE SPORTS
TECK WHYE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	SPEECH AND DRAMA SOCIETY	na
TECK WHYE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFOCOMM CLUB (PHOTOGRAPHY)
TECK WHYE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE
YUHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	LIBRARY	MEDIA RESOURCE LIBRARY
GREENDALE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	ARCHERY	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL (BOYS)
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TAEKWONDO	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	HOCKEY/ FLOORBALL (GIRLS)
TECK WHYE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
TECK WHYE SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUZHENG	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INDIAN	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	LION DANCE TROUPE	LION DANCE
TELOK KURAU PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TELOK KURAU PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LEO CLUB	na
ZHONGHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	LIBRARY	LIBRARY CLUB
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	MALAY CULTURAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	INFOCOM CLUB	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	INDIAN CULTURAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	INDIAN CULTURAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TABLE TENNIS	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	TENNIS	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TENNIS	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	TAEKWONDO	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TAEKWONDO	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	WATER POLO	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	WATER POLO	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	VOLLEYBALL	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	FLOORBALL	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	TEN-PIN BOWLING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TEN-PIN BOWLING	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	BADMINTON	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	BASKETBALL	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	CROSS COUNTRY	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	CROSS COUNTRY	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	NETBALL	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	NETBALL	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	FOOTBALL	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	SQUASH	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	SQUASH	na
TEMASEK JUNIOR COLLEGE	SECONDARY	PHYSICAL SPORTS	SWIMMING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	SWIMMING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	BAND - SYMPHONIC	na
BUKIT PANJANG GOVT. HIGH SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MALAY CULTURAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	CHOIR	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - CHINESE	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DRAMA - CHINESE	na
TEMASEK JUNIOR COLLEGE	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	FIRST AID CLUB	na
TEMASEK JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	FIRST AID CLUB	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	LEO CLUB	na
TEMASEK PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BROWNIES	na
TEMASEK PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
TEMASEK PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	na
TEMASEK PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
TEMASEK PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
TEMASEK PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
TEMASEK PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
TEMASEK PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TAEKWONDO	na
TEMASEK PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TEMASEK PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
TEMASEK PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TEMASEK PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	na
TEMASEK PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	CONTENT CREATION CLUB
TEMASEK PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENGLISH SOCIETY	DRAMA & DEBATE SOCIETY
TEMASEK PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	NETBALL	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	WUSHU	na
TEMASEK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	NATIONAL POLICE CADET CORPS (NPCC)
TEMASEK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	NATIONAL CADET CORPS (NCC-LAND)
TEMASEK SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NATIONAL CIVIL DEFENCE CADET CORPS	NATIONAL CIVIL DEFENCE CADET CORPS (NCDCC)
TEMASEK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
TEMASEK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
TEMASEK JUNIOR COLLEGE	SECONDARY	CLUBS AND SOCIETIES	MALAY CULTURAL SOCIETY	na
TEMASEK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	MODERN DANCE
TEMASEK SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	SERIOUSPLAY (DRAMA)
TEMASEK SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	GREEN CLUB	na
GREENRIDGE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
HAI SING CATHOLIC SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TEMASEK SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	IT CLUB	MEDIA CLUB
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	HOME ECONOMICS	LITTLE CHEFS CLUB
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ARTS AND INNOVATION CLUB	ART CLUB
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	BADMINTON
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	HOCKEY	FLOORBALL
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	TAEKWONDO	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
TOWNSVILLE PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	ANGKLUNG & KULINTANG
UNITY PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	na
UNITY PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
UNITY PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	na
UNITY PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
UNITY PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
UNITY PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - ANGKLUNG/KULINTANG	na
UNITY PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - HANDBELL/HANDCHIME	na
UNITY PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - CHINESE	na
UNITY PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MALAY	na
UNITY PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	MATHEMATICS SOCIETY	MATHEMATICS CLUB
UNITY PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	LIBRARY	EL LDDS CLUB
UNITY PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	GREENOVATION CLUB
UNITY PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	MEDIA CLUB
UNITY SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	NPCC	na
UNITY SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
HILLGROVE SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
UNITY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
FUHUA SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	MALAY CULTURAL SOCIETY	MLCS
UNITY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - INDIAN	na
UNITY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	na
UNITY SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRLS' BRIGADE	na
UNITY SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
UNITY SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	VOLLEYBALL	na
UNITY SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
UNITY SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
UNITY SECONDARY SCHOOL	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	TRACK & FIELD
UNITY SECONDARY SCHOOL	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
MARIS STELLA HIGH SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	MARIST ROBOTICS & PROGRAMMING CLUB
UNITY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	SPEECH AND DRAMA SOCIETY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	STUDENTS' COUNCIL	na
UNITY SECONDARY SCHOOL	SECONDARY	CLUBS AND SOCIETIES	ENVIRONMENTAL CLUB	na
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	MATHEMATICS SOCIETY	MATHEMATICS SOCIETY
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	OUTDOOR ACTIVITIES CLUB	OUTDOOR ACTIVITIES CLUB
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	PHOTOGRAPHIC SOCIETY	PHOTOGRAPHY SOCIETY
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	STUDENTS' COUNCIL	STUDENTS' COUNCIL
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	WRITERS' CIRCLE	WRITERS' CIRCLE
VICTORIA JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	SINGAPORE YOUTH FLYING CLUB	SINGAPORE YOUTH FLYING CLUB
